Emotion,Text
worry,fml ran mile got scraped yearbook got math test eff today
worry,kind looking forward seeing seann william scott office today
worry,use ie skeptical annoyed undecided uneasy hesitant firefox playing know try fix tomorrow
worry,gone back sunday
worry,missed hate whole phone
happiness,spell melo without e lt favorite blogging site
hate,like peel prawn also like going shopping running money crawling round car looking
sadness,harry baked love cassie online
hate,cleaning packing moving house shit going long weekend
sadness,lucky jade earring lucky lost earring chain broke pendant
worry,guess today
worry,okay trying happy deal problem friend also hard
happiness,ok guy turn laptop pack tweet guy road bbl
sadness,ooc thanks ugh bad bad day damn twitter
relief,say business sold rl money got back photoshop
worry,nevermind kept reading see ya r going williamsburg mind business laughing loud
hate,worst headache ever history worst headache today man hate
worry,oh sorry kitty right checked losing lot weight last wks good
worry,heading home rain pool today guess hit treadmill instead
happiness,hope enjoying money looking real good right
worry,boo thought list meant would good go look like get cf dslr
worry,evidently smaller one keep looking got keen thing though
sadness,banged bloody foot ow
sadness,oh goodness tink
worry,tried go back police blocked whole neighborhood building
happiness,thanks thinking day mad taking class
sadness,mareyachristina nope bored hungry
worry,yay cousin coming stressed big recital tomorrow tried practice remember
worry,fuck life
surprise,wossy hell ross hugh laurie supposed tonight show
worry,google wave next keep way communicate people happened good old fashioned letter writing
fun,play tomorrow
relief,made leadership buttt still happy enjoy without best friend
hate,oui barely turn around day without bumping one
worry,cry cuz people follow
sadness,boo miss age get internet back try fix alo haha like act time time
sadness,really weird night last night miss friend
worry,good day come right missed today though
happiness,judge answer duty tort lawyer r good like oj trial done
sadness,headache
worry,going sleep tomorrow exam review
happiness,excellent back together woop last episode hope happy one sucker really laughing loud shh
hate,stick work till freakin madd suck worked day
worry,hating weather ugh
sadness,omfg favourite jerk chicken place closed
surprise,eff jk probably make philly
hate,radiator boiled
relief,busy entire week able take breath next tuesday
worry,want scream damn load guess default
worry,drinking lemsip need ittt sick
worry,gots suit ordered secret exchange bottom wait another week
sadness,wish sun would come guess matter since work enjoy anyways
fun,mileycyrus miley heard never prom would invited mine knew could arrange another one x
worry,yo love twin laughing loud
worry,recently gained highly sad feeling say goodbye someone see ever even barely know
hate,anyday hate living
sadness,use breathe soccer live hurt knee badly sad day link around
sadness,relapse mom dad need jesus fucking christ stay away
worry,watching gh feel bad omg fucked
sadness,believe leaving place tomorrow
love,thanks bang bang miss dance floor
worry,mattress need play show soon going seriously sad
hate,people offf ugh
sadness,come see come see better question lol need change mister sad
worry,rat creative vado stock late
anger,talking obsession right
worry,happened phone
worry,oh god sooooooooo sick help
sadness,think going able go see jb concert wrong time close
sadness,really want shish going settle toast
relief,got done first day work sweaty
empty,grounded computer suck
hate,disc suck stuck mostly back could riding
worry,greg pritchard robbed ii gutted word
boredom,wrong loved show able watch
sadness,chrisbrownweb according bow wow chris twitter want hater probably
empty,mitchell pant fell getting gas missed
worry,ouchies sorry hear going get checked
worry,heart cold still missing
worry,know feel la bam missing terribly see sunday
worry,awww suck mom totally numb finger well ever since surgery hip replacement sucky
worry,reset work right first time something
surprise,quite upset really look straight face must thought something unfair
sadness,sadly know lot woman like song http
sadness,duncan finally got order leaf iraq september open invite stay anytime year gone
love,really fancy frappuccino starbucks right
love,jonasbrothers love much better want call
worry,stu actually sunburnt hurt
sadness,mean spend time alone friend family sad
sadness,matrix online shuts next month wow feel kind sad
sadness,already miss
sadness,idiot family feeling mix amongst stuff
sadness,bad friend sorry hear
enthusiasm,gig awesome want revise boo hoo
worry,leprakhauns trying baby want soda addiction problem quit still sad craving though
worry,want leave work already feelin
worry,sowwy lover
sadness,missing best friend back kayla going little
love,fan also boo hoo
surprise,woke dreamed new email sadly dream
sadness,praying pressure brain brain seizure stop amp tumor go dan comfortable still cough
worry,really really really want go work shift week start sunday
love,thanks warm welcome make plan arrival time air
love,sorry ate breakfast yet go eat lololol pc dying back later love ya
sadness,feel like watching disney movie bad anymore
sadness,p bgt fab sad thought greg awesome sad gone child always win situation sadly
love,lovely couple day friend wolverhampton least weather improved last day today call tomorrow
fun,football sun owned
worry,recovering bad fall lunch great start weekend
surprise,one customer told gf ran dog today sad
surprise,lmao saw sound hella good hair appt
worry,cry big brother day mean constant live tripe scrub fall asleep happy
sadness,poor dear fellow maven gym belong
worry,quit one mine much stress
sadness,buddytv found giveaway wish would known sooner happens city
sadness,loribartolozzi oh sorry even imagine although know reality soon
sadness,awww good
sadness,alone still watching eating italian chocolate solving logic puzzle
worry,still hospital unexpected complication
worry,way think may miss flight sasha going upset traffic pull guy
worry,stephenfry afraid comment mp expense hopelessly touch average person average salary
worry,foot really hurt
love,oh right aww yeh well load love youuu x
worry,cba ohwell might play another
worry,awe miss much quot vacation quot lasted like six month miss
surprise,doggone got hour nap really want chicken wing
worry,dropped new mobile loo finger crossed work still left contract
worry,quickly people arrived people gone still hungry must find food
worry,poor winston going run
fun,first thought bar life meant partying nonstop catch last year lol shoulda known better
